Customer_ID,Customer_Name,Gender,Education,Income,Loan_Amount,Loan_Status,Region,Credit_Score,Employment_Type
367,Kathleen Miller,Female,Post Graduate,31135,99208,Rejected,South,624,Self-Employed
368,Laura Bradley,Female,Graduate,25010,16965,Approved,West,831,Self-Employed
369,Kelly Deleon,Female,Graduate,82441,417402,Approved,West,479,Salaried
370,Christian Garcia,Male,Post Graduate,44814,132737,Rejected,East,374,Self-Employed
371,Anne Huffman,Male,Graduate,28588,240107,Approved,South,308,Self-Employed
372,Lisa Kelly,Male,High School,53832,282127,Rejected,South,489,Business
373,Rachel Howe,Female,Graduate,38678,298468,Approved,East,313,Business
374,Kelly Garza,Male,Post Graduate,41680,163095,Approved,East,751,Business
375,Gregory Ryan,Male,Post Graduate,104254,440777,Approved,West,739,Self-Employed
376,Jamie Oliver,Male,Graduate,44347,216025,Approved,East,896,Salaried
377,James Barton,Male,High School,42377,186885,Rejected,East,648,Salaried
378,Andrea Rice,Female,Post Graduate,76198,318950,Rejected,East,671,Self-Employed
379,Brooke Clarke,Female,Graduate,28227,311342,Approved,West,780,Salaried
380,Robert Rodriguez,Male,Graduate,27137,230532,Rejected,West,600,Business
381,Cheyenne Williams,Male,Graduate,31044,291700,Approved,West,603,Salaried
382,Sandra Stewart,Male,High School,65688,132895,Approved,East,333,Self-Employed
383,Karen Skinner,Male,Post Graduate,96024,357618,Rejected,North,381,Salaried
384,Marc Davis,Male,Graduate,95642,18245,Rejected,North,709,Self-Employed
385,Jennifer Reynolds,Female,Graduate,41797,424814,Approved,East,877,Business
386,David Santiago,Female,High School,89014,148525,Approved,West,888,Business
387,Michael Shah,Male,Graduate,83924,159994,Rejected,South,797,Salaried
388,Michelle Ortiz,Female,Graduate,46377,488524,Approved,East,404,Salaried
389,Jamie Stafford DVM,Male,High School,29769,293493,Approved,South,580,Business
390,Christian Hebert,Male,Post Graduate,47238,177180,Approved,East,439,Self-Employed
391,Kimberly Gill,Female,High School,96630,406826,Approved,West,664,Self-Employed
392,Warren Curtis,Male,Post Graduate,112875,343632,Approved,North,524,Salaried
393,Anna Kelley,Male,High School,64476,351870,Rejected,West,607,Business
394,Dale White,Female,High School,34265,432670,Approved,North,527,Self-Employed
395,Anthony Shields,Female,High School,20888,375774,Rejected,East,510,Salaried
396,Jeffrey Harrell,Male,High School,43252,328845,Approved,East,823,Self-Employed
397,Geoffrey Jones,Male,High School,53210,182004,Rejected,South,869,Salaried
398,Bonnie Perez,Male,High School,109620,373484,Approved,East,474,Self-Employed
399,Jeff Lewis,Female,High School,110143,331325,Rejected,North,513,Business
400,Courtney Hunter,Female,Graduate,46643,350841,Approved,South,509,Self-Employed
401,Kim George,Female,Post Graduate,43224,327416,Approved,West,305,Business
402,Katrina Hale DVM,Female,High School,115215,153672,Rejected,East,463,Business
403,Brian Dunn,Female,Graduate,100579,238932,Rejected,East,346,Salaried
404,Sherri Marsh,Male,Post Graduate,82644,135520,Rejected,East,782,Self-Employed
405,Seth Jackson,Male,Post Graduate,52905,282046,Approved,East,797,Self-Employed
406,Mr. Joseph Pierce,Female,Post Graduate,40233,272537,Rejected,West,349,Business
407,Dana Rodriguez,Male,High School,51820,295892,Rejected,South,710,Business
408,Andrew Wilson,Female,Post Graduate,109857,441670,Rejected,North,529,Salaried
409,Jennifer Harris,Female,Graduate,85962,427802,Approved,South,872,Salaried
410,Rachael Williams,Male,High School,113977,233476,Approved,North,705,Self-Employed
411,Jason Ewing,Female,Post Graduate,110404,115921,Rejected,East,746,Self-Employed
412,Denise Johnson,Male,High School,54017,360561,Rejected,West,305,Self-Employed
413,Brent Pena,Male,Post Graduate,94153,325705,Rejected,South,765,Self-Employed
414,David Dennis MD,Female,Graduate,116846,173547,Rejected,South,586,Self-Employed
415,Patricia Price,Male,Post Graduate,47752,134216,Approved,East,302,Self-Employed
416,Erika Hudson,Female,Graduate,63745,161814,Approved,North,868,Business
417,Mr. Reginald Ramirez,Male,High School,95238,186434,Approved,South,540,Business
418,Dr. Edward Dixon DVM,Female,High School,64180,169197,Rejected,South,801,Self-Employed
419,Paula Brown,Female,Post Graduate,32329,457166,Rejected,South,512,Business
420,Gary Brown,Female,Graduate,58041,362990,Rejected,West,519,Self-Employed
421,Megan Lee,Male,High School,104413,161532,Rejected,North,379,Business
422,Fernando Hoover,Female,Graduate,56015,157019,Approved,North,729,Salaried
423,Timothy Strong,Male,Graduate,102409,42769,Rejected,North,870,Business
424,Billy Long,Female,High School,88315,370362,Approved,North,876,Self-Employed
425,Crystal Johnson,Female,High School,29101,296790,Rejected,West,475,Salaried
426,Jason Bolton,Male,High School,75967,318048,Rejected,West,467,Salaried
427,Matthew Taylor,Female,High School,43247,459621,Approved,North,589,Salaried
428,Rebecca Roy,Male,High School,91652,273773,Approved,South,691,Self-Employed
429,Dr. Keith Martin,Male,High School,116443,389585,Approved,West,392,Business
430,Dr. Tamara Mills,Male,Post Graduate,25874,171916,Approved,South,513,Business
431,Diamond Hill,Male,Graduate,98764,314613,Approved,East,352,Salaried
432,Andrea King,Male,Graduate,86017,455745,Rejected,North,637,Business
433,Justin Gray,Male,Post Graduate,82283,320908,Rejected,North,322,Salaried
434,Shannon Ross,Female,High School,59037,10220,Approved,North,540,Salaried
435,Kevin Ferrell,Male,High School,21626,447028,Rejected,East,320,Business
436,Caroline Shaw,Male,Graduate,39885,147155,Approved,South,345,Self-Employed
437,Michael Miller,Female,Post Graduate,51010,497896,Rejected,South,349,Self-Employed
438,John Monroe,Female,High School,84574,222804,Rejected,West,574,Self-Employed
439,Laura Harris,Female,Graduate,62925,460672,Rejected,West,473,Business
440,Scott Carpenter,Male,High School,20759,464295,Rejected,North,305,Salaried
441,Ms. Margaret Andrews,Male,Post Graduate,31223,184848,Approved,North,814,Business
442,Lori Gonzalez,Male,Graduate,82496,467399,Approved,East,866,Self-Employed
443,Angela Walker,Female,High School,68720,265281,Rejected,South,398,Salaried
444,Suzanne Coffey,Female,Graduate,24608,341624,Rejected,East,363,Salaried
445,Brent Thomas,Male,Post Graduate,109404,115283,Approved,East,484,Business
446,Cindy Scott DVM,Female,High School,77642,176332,Rejected,South,683,Self-Employed
447,Jacob Vega,Female,Post Graduate,92556,50843,Rejected,East,733,Business
448,Tony Sims,Male,Graduate,71936,30995,Approved,South,429,Self-Employed
449,Mitchell Simmons,Male,Graduate,86066,7882,Approved,South,847,Salaried
450,Joseph Spencer,Male,High School,67695,88758,Approved,North,412,Salaried
451,Daniel Shelton,Male,Graduate,90168,385299,Rejected,North,432,Salaried
452,Jonathan Scott,Female,High School,74671,294173,Rejected,East,859,Business
453,Douglas Hernandez PhD,Female,Graduate,75195,166350,Rejected,East,660,Business
454,Jeremy Lee,Male,High School,42216,289463,Approved,North,710,Business
455,Zachary Williams,Male,High School,119562,291086,Approved,West,372,Business
456,Terri Trujillo,Female,Post Graduate,90527,320570,Rejected,East,431,Salaried
457,Christopher Hodges,Female,High School,76827,210506,Approved,North,625,Business
458,Nicole Richards MD,Male,Post Graduate,93294,372522,Approved,North,335,Self-Employed
459,Stacy Brown,Male,High School,48588,245475,Approved,West,516,Self-Employed
460,Judy Hawkins,Male,High School,46989,166967,Rejected,North,414,Self-Employed
461,Antonio Kennedy,Male,High School,64075,452040,Approved,East,840,Salaried
462,Donald Williams,Male,Graduate,73930,21286,Approved,North,778,Salaried
463,Susan Taylor,Female,Post Graduate,60385,247626,Rejected,North,743,Business
464,Alexandra Gonzalez,Male,Graduate,107128,22133,Approved,West,783,Business
465,Beth Suarez,Female,High School,61777,29512,Approved,South,750,Self-Employed
466,Beth Mcmillan,Female,High School,25072,91505,Approved,South,686,Salaried
467,Michael Williams,Male,Graduate,62980,391395,Rejected,North,325,Self-Employed
468,Amber Brown,Male,High School,75610,436055,Rejected,East,610,Business
469,Toni Johnson,Male,Post Graduate,94437,459141,Rejected,North,393,Self-Employed
470,William Bailey,Male,Graduate,108716,57258,Rejected,West,670,Business
471,Mary Green,Female,Post Graduate,71368,130863,Approved,North,362,Self-Employed
472,Logan Rice,Male,Graduate,56863,228962,Rejected,East,717,Salaried
473,Jennifer White,Male,High School,101668,189563,Approved,North,835,Salaried
474,Amanda James,Male,High School,48777,461536,Approved,North,472,Salaried
475,John Hodge,Male,Post Graduate,23419,297979,Approved,North,711,Self-Employed
476,Sandra Smith,Female,Post Graduate,100834,64559,Rejected,East,372,Salaried
477,Barbara Gonzales,Male,High School,62419,490433,Rejected,West,448,Self-Employed
478,Mrs. Laura Chandler MD,Female,High School,81097,346556,Rejected,North,510,Business
479,David Reilly,Male,High School,22640,151523,Approved,North,830,Salaried
480,Diane Gonzales,Male,High School,22575,223490,Approved,East,383,Self-Employed
481,Leslie Hawkins,Female,Post Graduate,81098,49936,Approved,South,658,Salaried
482,Robert Huang,Female,High School,41518,33372,Rejected,South,748,Salaried
483,Angela Schwartz,Male,Graduate,29544,31459,Rejected,South,845,Self-Employed
484,Wendy Oneal,Female,Post Graduate,69334,11616,Rejected,North,342,Salaried
485,Ashley Jimenez,Female,Post Graduate,102570,478667,Approved,East,420,Business
486,Julie Lester,Female,High School,63379,285779,Rejected,South,740,Salaried
487,Mark Carpenter,Female,High School,102578,364442,Rejected,West,710,Salaried
488,Todd Shannon,Male,Post Graduate,68522,362800,Rejected,East,366,Salaried
489,Gary Vasquez,Male,High School,115761,436203,Rejected,West,893,Business
490,Bruce Galvan,Female,High School,89149,61251,Approved,South,690,Self-Employed
491,Gerald Parks,Female,Post Graduate,34421,499413,Rejected,North,814,Salaried
492,Joan Cuevas,Male,High School,87225,297447,Rejected,North,519,Salaried
493,Eric Gibson,Female,Graduate,85297,20454,Rejected,South,789,Business
494,Carla Anderson,Female,Graduate,81164,457649,Rejected,West,358,Business
495,Travis Phillips II,Male,High School,62727,8500,Rejected,West,800,Salaried
496,Virginia Peterson,Female,Post Graduate,41137,251973,Approved,North,635,Self-Employed
497,Tamara Barnett,Male,Post Graduate,52747,373830,Approved,East,879,Self-Employed
498,Juan Murphy,Male,Post Graduate,110180,279618,Approved,South,695,Salaried
499,Amanda Hill,Male,Post Graduate,77454,153938,Rejected,South,491,Salaried
500,Sarah Griffith,Female,High School,77587,330953,Approved,South,601,Business
